"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"1676","The Pascack PI-oneers","37","40.4","1764","1764","","","","","","","N/A","N/A","N/A","35-7-0","0.833"
"456","Siege Robotics","38","40.4","1764","1764","","","","","","","N/A","N/A","N/A","15-2-0","0.882"
"27","Team RUSH","39","40.1","1761","1761","","","","","","","N/A","N/A","N/A","44-20-0","0.688"
"359","Hawaiian Kids","40","40","1761","1761","","","","","","","N/A","N/A","N/A","45-14-0","0.763"
"2826","Wave Robotics","41","39.9","1760","1760","","","","","","","N/A","N/A","N/A","34-13-0","0.723"
"1718","The Fighting Pi","42","39.8","1759","1759","","","","","","","N/A","N/A","N/A","40-23-0","0.635"
"180","S.P.A.M.","43","39.5","1757","1756","","","","","","","N/A","N/A","N/A","33-9-0","0.786"
"1678","Citrus Circuits","44","39.2","1754","1753","","","","","","","N/A","N/A","N/A","21-7-0","0.750"
"1985","Robohawks","45","38.8","1751","1750","","","","","","","N/A","N/A","N/A","30-10-0","0.750"
"399","Eagle Robotics","46","38.5","1748","1747","","","","","","","N/A","N/A","N/A","47-15-0","0.758"
"548","Robostangs","47","38.4","1747","1746","","","","","","","N/A","N/A","N/A","37-32-0","0.536"
"971","Spartan Robotics","48","38.2","1745","1744","","","","","","","N/A","N/A","N/A","9-6-0","0.600"
"876","Thunder Robotics","49","38.1","1745","1744","","","","","","","N/A","N/A","N/A","23-5-0","0.821"
"48","Team E.L.I.T.E.","50","38.1","1745","1744","","","","","","","N/A","N/A","N/A","39-19-0","0.672"
"25","Raider Robotix","51","38.1","1744","1743","","","","","","","N/A","N/A","N/A","31-15-0","0.674"
"364","Team Fusion 364","52","38","1744","1743","","","","","","","N/A","N/A","N/A","24-5-0","0.828"
"40","Checkmate","53","37.9","1743","1742","","","","","","","N/A","N/A","N/A","34-16-0","0.680"
"3098","Waterford Robotics","54","37.9","1743","1742","","","","","","","N/A","N/A","N/A","44-22-0","0.667"
"967","Iron Lions","55","37.8","1742","1741","","","","","","","N/A","N/A","N/A","35-8-0","0.814"
"1983","Skunk Works Robotics","56","37.6","1740","1739","","","","","","","N/A","N/A","N/A","27-11-0","0.711"
"1218","SCH Robotics","57","37.4","1739","1738","","","","","","","N/A","N/A","N/A","28-14-0","0.667"
"2512","Duluth East Daredevils","58","37.4","1739","1737","","","","","","","N/A","N/A","N/A","33-12-0","0.733"
"365","Miracle Workerz","59","37.3","1738","1737","","","","","","","N/A","N/A","N/A","24-13-0","0.649"
"1923","The MidKnight Inventors","60","37.2","1737","1736","","","","","","","N/A","N/A","N/A","29-9-0","0.763"
"177","Bobcat Robotics","61","37.1","1736","1735","","","","","","","N/A","N/A","N/A","43-13-0","0.768"
"836","The RoboBees","62","37","1735","1734","","","","","","","N/A","N/A","N/A","25-14-0","0.641"
"11","MORT","63","36.7","1733","1732","","","","","","","N/A","N/A","N/A","25-17-0","0.595"
"1918","NC GEARS","64","36.7","1733","1732","","","","","","","N/A","N/A","N/A","51-13-0","0.797"
"3138","Innovators Robotics","65","36.5","1731","1730","","","","","","","N/A","N/A","N/A","31-16-0","0.660"
"3539","Byting Bulldogs","66","36.5","1731","1730","","","","","","","N/A","N/A","N/A","46-21-0","0.687"
"1771","North Gwinnett Robotics","67","36.2","1728","1727","","","","","","","N/A","N/A","N/A","25-5-0","0.833"
"51","Wings of Fire","68","36.1","1728","1726","","","","","","","N/A","N/A","N/A","41-29-0","0.586"
"2016","Mighty Monkey Wrenches","69","36.1","1727","1726","","","","","","","N/A","N/A","N/A","45-9-0","0.833"
"610","Crescent Coyotes","70","35.9","1726","1725","","","","","","","N/A","N/A","N/A","33-17-0","0.660"
"599","The Robodox","71","35.7","1724","1723","","","","","","","N/A","N/A","N/A","18-17-0","0.514"
"768","TechnoWarriors","72","35.6","1724","1722","","","","","","","N/A","N/A","N/A","33-11-0","0.750"
"1519","Mechanical Mayhem","73","35.6","1724","1722","","","","","","","N/A","N/A","N/A","27-14-0","0.659"
"935","RaileRobotics","74","35.3","1721","1719","","","","","","","N/A","N/A","N/A","28-12-0","0.700"
"694","StuyPulse","75","35.2","1720","1719","","","","","","","N/A","N/A","N/A","18-14-0","0.563"
"624","CRyptonite","76","34.9","1718","1716","","","","","","","N/A","N/A","N/A","33-9-0","0.786"
"179","Children of the Swamp","77","34.7","1716","1714","","","","","","","N/A","N/A","N/A","22-4-0","0.846"
"1592","Bionic Tigers","78","34.7","1716","1714","","","","","","","N/A","N/A","N/A","19-10-0","0.655"
"968","RAWC (Robotics Alliance Of ...","79","34.7","1716","1714","","","","","","","N/A","N/A","N/A","32-18-0","0.640"
"1559","Devil Tech","80","34.6","1715","1713","","","","","","","N/A","N/A","N/A","27-15-0","0.643"
"302","The Dragons","81","34.5","1715","1713","","","","","","","N/A","N/A","N/A","35-20-0","0.636"
"195","CyberKnights","82","34.5","1714","1712","","","","","","","N/A","N/A","N/A","36-10-0","0.783"
"125","NUTRONs","83","34.4","1713","1711","","","","","","","N/A","N/A","N/A","27-7-0","0.794"
"1477","Texas Torque","84","34.3","1712","1710","","","","","","","N/A","N/A","N/A","31-12-0","0.721"
"494","Martians","85","34.2","1712","1710","","","","","","","N/A","N/A","N/A","47-21-0","0.691"
"341","Miss Daisy","86","34.2","1711","1709","","","","","","","N/A","N/A","N/A","24-17-0","0.585"
"2751","SPARK Robotics","87","34.1","1711","1709","","","","","","","N/A","N/A","N/A","33-15-0","0.688"
"1250","Gator-Bots","88","33.8","1708","1706","","","","","","","N/A","N/A","N/A","22-20-0","0.524"
"70","More Martians","89","33.5","1706","1704","","","","","","","N/A","N/A","N/A","40-23-0","0.635"
"1056","Hot Rocks","90","33.2","1703","1701","","","","","","","N/A","N/A","N/A","18-11-0","0.621"
"1429","TEAM KAOS","91","33","1702","1699","","","","","","","N/A","N/A","N/A","23-13-0","0.639"
"368","Team Kika Mana","92","32.5","1697","1695","","","","","","","N/A","N/A","N/A","24-8-0","0.750"
"2471","Team Mean Machine","93","32.2","1695","1692","","","","","","","N/A","N/A","N/A","33-8-0","0.805"
"103","Cybersonics","94","32.1","1694","1691","","","","","","","N/A","N/A","N/A","31-14-0","0.689"
"68","Truck Town Thunder","95","31.9","1693","1690","","","","","","","N/A","N/A","N/A","28-28-0","0.500"
"63","McDowell Robotics Team 63","96","31.9","1693","1690","","","","","","","N/A","N/A","N/A","27-16-0","0.628"
"175","Buzz Robotics","97","31.9","1692","1689","","","","","","","N/A","N/A","N/A","31-15-0","0.674"
"56","R.O.B.B.E.","98","31.9","1692","1689","","","","","","","N/A","N/A","N/A","15-10-0","0.600"
"1425","Error Code Xero","99","31.8","1691","1688","","","","","","","N/A","N/A","N/A","25-19-0","0.568"
"2587","DiscoBots","100","31.8","1691","1688","","","","","","","N/A","N/A","N/A","18-10-0","0.643"
