"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"1986","Team Titanium","21","27.1","1823","1829","","","","","","","N/A","N/A","N/A","36-11-0","0.766"
"1676","The Pascack PI-oneers","22","26.5","1814","1819","","","","","","","N/A","N/A","N/A","50-26-0","0.658"
"2122","Team Tators","23","26.4","1813","1817","","","","","","","N/A","N/A","N/A","33-11-0","0.750"
"1477","Texas Torque","24","26.3","1812","1816","","","","","","","N/A","N/A","N/A","48-15-0","0.762"
"111","WildStang","25","26.2","1810","1815","","","","","","","N/A","N/A","N/A","34-9-0","0.791"
"2415","WiredCats","26","26","1807","1811","","","","","","","N/A","N/A","N/A","26-13-0","0.667"
"48","Team E.L.I.T.E.","27","25.8","1803","1808","","","","","","","N/A","N/A","N/A","49-15-0","0.766"
"365","Miracle Workerz","28","25.6","1801","1805","","","","","","","N/A","N/A","N/A","43-21-0","0.672"
"1678","Citrus Circuits","29","25.4","1798","1802","","","","","","","N/A","N/A","N/A","32-9-0","0.780"
"233","The Pink Team","30","25.4","1798","1801","","","","","","","N/A","N/A","N/A","40-11-0","0.784"
"973","Greybots","31","25.4","1797","1801","","","","","","","N/A","N/A","N/A","28-17-0","0.622"
"33","Killer Bees","32","25.3","1796","1800","","","","","","","N/A","N/A","N/A","41-23-0","0.641"
"1507","Warlocks","33","25","1792","1796","","","","","","","N/A","N/A","N/A","42-5-0","0.894"
"148","Robowranglers","34","25","1792","1796","","","","","","","N/A","N/A","N/A","52-13-0","0.800"
"2590","Nemesis","35","24.5","1784","1787","","","","","","","N/A","N/A","N/A","54-29-0","0.651"
"610","Crescent Coyotes","36","24.4","1783","1786","","","","","","","N/A","N/A","N/A","36-10-0","0.783"
"16","Bomb Squad","37","23.9","1774","1777","","","","","","","N/A","N/A","N/A","63-9-0","0.875"
"2054","Tech Vikes","38","23.8","1773","1776","","","","","","","N/A","N/A","N/A","45-27-0","0.625"
"2474","Excel","39","23.6","1771","1773","","","","","","","N/A","N/A","N/A","52-26-0","0.667"
"842","Falcon Robotics","40","23.6","1770","1772","","","","","","","N/A","N/A","N/A","20-6-0","0.769"
"340","G.R.R. (Greater Rochester R...","41","23.4","1768","1770","","","","","","","N/A","N/A","N/A","32-12-0","0.727"
"195","CyberKnights","42","23.2","1764","1766","","","","","","","N/A","N/A","N/A","26-16-0","0.619"
"829","The Digital Goats","43","23.1","1764","1766","","","","","","","N/A","N/A","N/A","22-6-0","0.786"
"2169","KING TeC","44","23.1","1764","1766","","","","","","","N/A","N/A","N/A","31-14-0","0.689"
"103","Cybersonics","45","22.9","1759","1761","","","","","","","N/A","N/A","N/A","38-17-0","0.691"
"1662","Raptor Force Engineering","46","22.5","1754","1756","","","","","","","N/A","N/A","N/A","33-11-0","0.750"
"217","ThunderChickens","47","22.4","1753","1755","","","","","","","N/A","N/A","N/A","37-26-0","0.587"
"744","Shark Attack","48","22.4","1752","1754","","","","","","","N/A","N/A","N/A","28-19-0","0.596"
"488","Team XBOT","49","22.4","1752","1754","","","","","","","N/A","N/A","N/A","33-12-0","0.733"
"1056","Hot Rocks","50","22.4","1752","1753","","","","","","","N/A","N/A","N/A","14-3-0","0.824"
"1918","NC GEARS","51","22.2","1750","1751","","","","","","","N/A","N/A","N/A","51-31-0","0.622"
"1540","Flaming Chickens","52","22.2","1749","1751","","","","","","","N/A","N/A","N/A","25-13-0","0.658"
"1065","The Moose","53","22.1","1748","1750","","","","","","","N/A","N/A","N/A","25-8-0","0.758"
"188","Blizzard","54","22.1","1748","1750","","","","","","","N/A","N/A","N/A","30-16-0","0.652"
"379","The RoboCats","55","21.8","1743","1745","","","","","","","N/A","N/A","N/A","24-19-0","0.558"
"3098","Waterford Robotics","56","21.3","1736","1737","","","","","","","N/A","N/A","N/A","42-21-0","0.667"
"1323","MadTown Robotics","57","21.3","1735","1736","","","","","","","N/A","N/A","N/A","24-18-0","0.571"
"3256","WarriorBorgs","58","21.1","1733","1733","","","","","","","N/A","N/A","N/A","28-19-0","0.596"
"368","Team Kika Mana","59","21","1732","1732","","","","","","","N/A","N/A","N/A","22-11-0","0.667"
"3539","Byting Bulldogs","60","20.9","1730","1731","","","","","","","N/A","N/A","N/A","26-18-0","0.591"
"177","Bobcat Robotics","61","20.9","1729","1730","","","","","","","N/A","N/A","N/A","18-11-0","0.621"
"3528","Up Next","62","20.8","1729","1729","","","","","","","N/A","N/A","N/A","35-8-0","0.814"
"868","TechHOUNDS","63","20.8","1728","1729","","","","","","","N/A","N/A","N/A","25-17-0","0.595"
"2016","Mighty Monkey Wrenches","64","20.8","1728","1728","","","","","","","N/A","N/A","N/A","48-32-0","0.600"
"1718","The Fighting Pi","65","20.7","1727","1727","","","","","","","N/A","N/A","N/A","30-25-0","0.545"
"3161","Tronic Titans","66","20.5","1724","1724","","","","","","","N/A","N/A","N/A","19-11-0","0.633"
"68","Truck Town Thunder","67","20.4","1722","1722","","","","","","","N/A","N/A","N/A","23-20-0","0.535"
"801","Horsepower","68","20.3","1721","1721","","","","","","","N/A","N/A","N/A","22-16-0","0.579"
"2834","Bionic Black Hawks","69","20.3","1720","1720","","","","","","","N/A","N/A","N/A","35-23-0","0.603"
"2337","EngiNERDs","70","20.2","1720","1720","","","","","","","N/A","N/A","N/A","41-20-0","0.672"
"71","Team Hammond","71","20.2","1720","1720","","","","","","","N/A","N/A","N/A","22-9-0","0.710"
"836","The RoboBees","72","20.2","1719","1719","","","","","","","N/A","N/A","N/A","24-13-0","0.649"
"2046","Bear Metal","73","20.1","1718","1718","","","","","","","N/A","N/A","N/A","31-13-0","0.705"
"3322","Eagle Evolution","74","20.1","1717","1717","","","","","","","N/A","N/A","N/A","46-19-0","0.708"
"2614","Mountaineer Area RoboticS (...","75","20","1716","1716","","","","","","","N/A","N/A","N/A","32-10-0","0.762"
"935","RaileRobotics","76","20","1715","1715","","","","","","","N/A","N/A","N/A","27-8-0","0.771"
"245","Adambots","77","19.8","1713","1713","","","","","","","N/A","N/A","N/A","40-31-0","0.563"
"971","Spartan Robotics","78","19.8","1712","1712","","","","","","","N/A","N/A","N/A","32-11-0","0.744"
"175","Buzz Robotics","79","19.7","1712","1711","","","","","","","N/A","N/A","N/A","19-16-0","0.543"
"525","Swartdogs","80","19.7","1712","1711","","","","","","","N/A","N/A","N/A","22-17-0","0.564"
"3968","Higher Voltage","81","19.7","1711","1711","","","","","","","N/A","N/A","N/A","23-19-0","0.548"
"2137","The Oxford RoboCats","82","19.6","1711","1710","","","","","","","N/A","N/A","N/A","26-21-0","0.553"
"131","CHAOS","83","19.6","1710","1709","","","","","","","N/A","N/A","N/A","24-8-0","0.750"
"781","Kinetic Knights","84","19.5","1709","1708","","","","","","","N/A","N/A","N/A","36-22-0","0.621"
"2949","pwnage","85","19.3","1706","1706","","","","","","","N/A","N/A","N/A","21-14-0","0.600"
"1796","RoboTigers","86","19.3","1706","1705","","","","","","","N/A","N/A","N/A","29-12-0","0.707"
"3138","Innovators Robotics","87","19.3","1706","1705","","","","","","","N/A","N/A","N/A","18-8-0","0.692"
"1629","Garrett Coalition (GaCo)","88","19.3","1705","1705","","","","","","","N/A","N/A","N/A","20-16-0","0.556"
"2180","Zero Gravity","89","19.2","1703","1703","","","","","","","N/A","N/A","N/A","38-26-0","0.594"
"486","Positronic Panthers","90","19.1","1702","1701","","","","","","","N/A","N/A","N/A","29-19-0","0.604"
"3193","Falco Tech","91","19","1701","1700","","","","","","","N/A","N/A","N/A","19-15-0","0.559"
"1574","MisCar","92","18.9","1699","1698","","","","","","","N/A","N/A","N/A","20-6-0","0.769"
"1671","Buchanan Bird Brains","93","18.8","1698","1697","","","","","","","N/A","N/A","N/A","23-16-0","0.590"
"1230","The Lehman Lionics","94","18.8","1697","1696","","","","","","","N/A","N/A","N/A","20-8-0","0.714"
"357","Royal Assault","95","18.7","1697","1696","","","","","","","N/A","N/A","N/A","41-24-0","0.631"
"716","Who'sCTEKS","96","18.7","1696","1695","","","","","","","N/A","N/A","N/A","14-7-0","0.667"
"573","Mech Warriors","97","18.5","1693","1692","","","","","","","N/A","N/A","N/A","43-21-0","0.672"
"1730","Team Driven","98","18.5","1693","1692","","","","","","","N/A","N/A","N/A","15-9-0","0.625"
"1429","TEAM KAOS","99","18.4","1691","1690","","","","","","","N/A","N/A","N/A","20-10-0","0.667"
"1538","The Holy Cows","100","18.4","1691","1690","","","","","","","N/A","N/A","N/A","18-16-0","0.529"
