"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"1678","Citrus Circuits","1","69.2","1984","2126","16.4","40.6","12.3","0.86","0.7","","N/A","N/A","N/A","64-7-0","0.901"
"254","The Cheesy Poofs","2","65.6","1949","2085","13.9","35.8","15.8","0.79","0.73","","N/A","N/A","N/A","50-5-0","0.909"
"1323","MadTown Robotics","3","65.2","1946","2081","15.4","37.1","12.7","0.9","0.58","","N/A","N/A","N/A","53-7-0","0.883"
"1690","Orbit","4","65","1944","2078","17.3","39.2","8.5","0.89","0.51","","N/A","N/A","N/A","63-7-0","0.900"
"27","Team RUSH","5","62.2","1917","2047","13.9","34.8","13.4","0.89","0.59","","N/A","N/A","N/A","78-12-0","0.867"
"67","The HOT Team","6","59.2","1889","2013","13.5","31.9","13.9","0.77","0.63","","N/A","N/A","N/A","49-17-0","0.742"
"2056","OP Robotics","7","58","1877","2000","17","31.6","9.5","0.87","0.39","","N/A","N/A","N/A","47-12-0","0.797"
"1577","Steampunk","8","57.4","1871","1993","13.5","31.4","12.5","0.73","0.5","","N/A","N/A","N/A","66-12-0","0.846"
"1771","North Gwinnett Robotics","9","56.8","1865","1985","15.3","36.1","5.4","1","0.22","","N/A","N/A","N/A","62-7-0","0.899"
"624","CRyptonite","10","56","1858","1977","12.9","33.7","9.4","0.83","0.63","","N/A","N/A","N/A","54-12-0","0.818"
"2910","Jack in the Bot","11","55.6","1854","1972","14.6","28.5","12.5","0.89","0.55","","N/A","N/A","N/A","86-8-0","0.915"
"176","Aces High","12","54.6","1845","1961","15.1","27","12.6","0.84","0.53","","N/A","N/A","N/A","65-6-0","0.915"
"148","Robowranglers","13","54","1839","1954","14.9","30","9.2","0.83","0.54","","N/A","N/A","N/A","60-14-0","0.811"
"973","Greybots","14","53.5","1834","1948","12.6","32.4","8.5","0.81","0.34","","N/A","N/A","N/A","61-16-0","0.792"
"111","WildStang","15","52.9","1827","1941","15.4","28.7","8.8","0.74","0.37","","N/A","N/A","N/A","42-5-0","0.894"
"971","Spartan Robotics","16","52.8","1826","1940","16","28.2","8.5","0.6","0.51","","N/A","N/A","N/A","40-12-0","0.769"
"5940","BREAD","17","52.2","1821","1933","13.3","30.9","8","0.64","0.49","","N/A","N/A","N/A","49-12-0","0.803"
"4911","CyberKnights","18","51.7","1816","1928","11.5","30.5","9.7","0.61","0.42","","N/A","N/A","N/A","52-17-0","0.754"
"4414","HighTide","19","51.7","1816","1928","12.5","32.5","6.7","0.8","0.39","","N/A","N/A","N/A","68-8-0","0.895"
"2767","Stryke Force","20","51.4","1813","1924","14.4","24","12.9","0.63","0.58","","N/A","N/A","N/A","63-11-0","0.851"
"3310","Black Hawk Robotics","21","51.3","1813","1924","11.4","28.2","11.8","0.83","0.64","","N/A","N/A","N/A","65-7-0","0.903"
"5895","Peddie Robotics","22","51.2","1811","1922","13.4","30.2","7.6","0.9","0.39","","N/A","N/A","N/A","58-10-0","0.853"
"118","Robonauts","23","51","1810","1921","9.9","29.3","11.9","0.8","0.65","","N/A","N/A","N/A","65-15-0","0.813"
"179","Children of the Swamp","24","50.9","1808","1918","15.6","24.8","10.4","0.77","0.54","","N/A","N/A","N/A","57-6-0","0.905"
"4206","Robo Vikes","25","50.6","1806","1916","11.8","29.4","9.5","0.87","0.38","","N/A","N/A","N/A","67-20-0","0.770"
"1619","Up-A-Creek Robotics","26","50.4","1804","1914","11.8","25.6","13","0.79","0.43","","N/A","N/A","N/A","55-3-0","0.948"
"7407","Wired Boars","27","50.4","1803","1913","14.6","23.2","12.6","0.81","0.44","","N/A","N/A","N/A","42-10-0","0.808"
"2046","Bear Metal","28","50.3","1803","1912","13.8","27","9.5","0.61","0.45","","N/A","N/A","N/A","68-17-0","0.800"
"125","NUTRONs","29","50.1","1801","1910","12.2","27.8","10.2","0.85","0.51","","N/A","N/A","N/A","54-15-0","0.783"
"4499","The Highlanders","30","49.8","1798","1907","9","30.3","10.5","0.64","0.39","","N/A","N/A","N/A","52-18-0","0.743"
"180","S.P.A.M.","31","49.7","1797","1905","12.9","30.2","6.6","0.62","0.41","","N/A","N/A","N/A","35-8-0","0.814"
"694","StuyPulse","32","49.6","1796","1904","14.7","25.8","9.1","0.68","0.63","","N/A","N/A","N/A","53-9-0","0.855"
"2481","Roboteers","33","49.2","1792","1900","10","26.5","12.7","0.75","0.36","","N/A","N/A","N/A","49-16-0","0.754"
"5172","Gators","34","49","1791","1898","13.4","30.1","5.5","0.79","0.29","","N/A","N/A","N/A","36-7-0","0.837"
"2122","Team Tators","35","48.8","1789","1895","11.1","25.5","12.2","0.73","0.49","","N/A","N/A","N/A","61-8-0","0.884"
"1339","AngelBotics","36","48.8","1789","1895","13.5","23.8","11.5","0.66","0.45","","N/A","N/A","N/A","36-14-0","0.720"
"987","HIGHROLLERS","37","48.7","1787","1894","13.5","22.1","13.2","0.72","0.53","","N/A","N/A","N/A","36-11-0","0.766"
"494","Martians","38","48.5","1786","1892","11.3","23.8","13.4","0.59","0.52","","N/A","N/A","N/A","52-15-0","0.776"
"1706","Ratchet Rockers","39","48.5","1785","1892","12","30.5","6","0.61","0.48","","N/A","N/A","N/A","51-6-0","0.895"
"3476","Code Orange","40","48.5","1785","1891","13.1","25.3","10.1","0.74","0.48","","N/A","N/A","N/A","43-6-0","0.878"
"6800","Valor","41","48.3","1784","1890","11.1","28.5","8.8","0.77","0.4","","N/A","N/A","N/A","62-12-0","0.838"
"364","Team Fusion 364","42","48.3","1784","1890","14.1","23","11.2","0.79","0.52","","N/A","N/A","N/A","51-14-0","0.785"
"3339","BumbleB","43","47.8","1779","1884","12.3","26.8","8.7","0.55","0.44","","N/A","N/A","N/A","49-18-0","0.731"
"133","B.E.R.T.","44","47.2","1773","1877","13.9","25.2","8.1","0.68","0.37","","N/A","N/A","N/A","43-11-0","0.796"
"2052","KnightKrawler","45","47","1771","1875","11.6","23.5","11.9","0.65","0.5","","N/A","N/A","N/A","33-13-0","0.717"
"1684","The Chimeras","46","46.9","1771","1874","10.1","26.6","10.3","0.45","0.48","","N/A","N/A","N/A","37-26-0","0.587"
"7034","2B Determined","47","46.7","1768","1871","13.5","21.2","12","0.45","0.48","","N/A","N/A","N/A","50-18-0","0.735"
"4201","The Vitruvian Bots","48","46.6","1768","1871","13.6","27","6.1","0.51","0.25","","N/A","N/A","N/A","29-15-0","0.659"
"1986","Team Titanium","49","46.4","1766","1868","10.1","28.7","7.7","0.64","0.33","","N/A","N/A","N/A","37-12-0","0.755"
