"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"368","Team Kika Mana","21","47.3","1825","1893","16.9","23.5","6.8","0.61","0.36","","N/A","N/A","N/A","40-5-0","0.889"
"2075","Enigma Robotics","22","47.1","1823","1892","14.3","28.4","4.4","0.48","0.19","","N/A","N/A","N/A","46-16-0","0.742"
"1778","Chill Out","23","46.8","1820","1888","13.8","28.9","4.2","0.57","0.29","","N/A","N/A","N/A","43-22-0","0.662"
"3847","Spectrum   -△◅","24","46.7","1818","1887","15.3","26.1","5.3","0.67","0.5","","N/A","N/A","N/A","51-14-0","0.785"
"2974","Walton Robotics","25","46.4","1815","1883","14.7","30.5","1.2","0.78","0.09","","N/A","N/A","N/A","60-6-0","0.909"
"2481","Roboteers","26","46","1810","1878","12.4","30.6","3","0.58","0.25","","N/A","N/A","N/A","36-9-0","0.800"
"5460","Strike Zone","27","45.9","1809","1877","14.1","27","4.8","0.71","0.49","","N/A","N/A","N/A","51-28-0","0.646"
"1731","Fresta Valley Robotics Club","28","45.9","1809","1877","15","24.5","6.4","0.75","0.41","","N/A","N/A","N/A","53-11-0","0.828"
"2767","Stryke Force","29","45.4","1803","1870","13.8","25","6.6","0.66","0.42","","N/A","N/A","N/A","45-15-0","0.750"
"987","HIGHROLLERS","30","45.2","1801","1868","12.2","27.2","5.8","0.59","0.41","","N/A","N/A","N/A","32-12-0","0.727"
"4391","BraveBots","31","45.2","1801","1868","17","25.1","3","0.83","0.18","","N/A","N/A","N/A","53-11-0","0.828"
"125","NUTRONs","32","44.8","1797","1864","15","23.1","6.7","0.39","0.6","","N/A","N/A","N/A","50-18-0","0.735"
"4362","Gems","33","44.8","1797","1864","11.8","27","6","0.59","0.43","","N/A","N/A","N/A","52-16-0","0.765"
"4635","PrepaTec - Botbusters","34","44.4","1792","1858","14.3","27.3","2.8","0.6","0.19","","N/A","N/A","N/A","48-10-0","0.828"
"27","Team RUSH","35","44.2","1790","1856","11.8","29","3.4","0.63","0.23","","N/A","N/A","N/A","70-13-0","0.843"
"114","Eaglestrike","36","44.2","1790","1856","10.3","29.7","4.2","0.7","0.28","","N/A","N/A","N/A","45-11-0","0.804"
"6800","Valor","37","44.1","1789","1855","13.1","26.5","4.6","0.46","0.16","","N/A","N/A","N/A","47-15-0","0.758"
"33","Killer Bees","38","43.9","1786","1853","10.2","29.7","4.1","0.58","0.32","","N/A","N/A","N/A","49-17-0","0.742"
"3683","Team DAVE","39","43.9","1786","1852","13.6","26.7","3.6","0.5","0.12","","N/A","N/A","N/A","46-16-0","0.742"
"5712","Hemlock's Gray Matter","40","43.7","1784","1850","13.9","23.9","5.8","0.56","0.51","","N/A","N/A","N/A","53-18-0","0.746"
"6329","The Bucks' Wrath","41","43.7","1784","1850","12.8","28.6","2.2","0.69","0.06","","N/A","N/A","N/A","53-19-0","0.736"
"4766","Team SCREAM Jr.","42","43.7","1783","1850","13.9","26.1","3.7","0.59","0.25","","N/A","N/A","N/A","46-15-0","0.754"
"2539","Krypton Cougars","43","43.5","1781","1847","12.4","24.6","6.5","0.52","0.51","","N/A","N/A","N/A","48-15-0","0.762"
"2200","BCR Blackout","44","43.2","1778","1844","12.3","23.5","7.4","0.47","0.6","","N/A","N/A","N/A","44-20-0","0.688"
"7769","The CREW","45","43.2","1778","1843","15.5","23","4.6","0.75","0.22","","N/A","N/A","N/A","56-11-0","0.836"
"4481","Team Rembrandts","46","43.1","1777","1843","14.6","27.3","1.2","0.67","0.1","","N/A","N/A","N/A","39-10-0","0.796"
"1261","Robo Lions Team1261","47","43.1","1777","1843","12.6","28.5","2","0.6","0.01","","N/A","N/A","N/A","48-16-0","0.750"
"2642","Pitt Pirates","48","42.9","1775","1840","10.7","30","2.2","0.48","0.08","","N/A","N/A","N/A","42-19-0","0.689"
"2054","Tech Vikes","49","42.9","1774","1840","11.1","25.5","6.2","0.62","0.38","","N/A","N/A","N/A","59-10-0","0.855"
"3276","TOOLCATS","50","42.8","1774","1839","12.9","25.6","4.3","0.49","0.23","","N/A","N/A","N/A","30-10-0","0.750"
"180","S.P.A.M.","51","42.6","1771","1836","19.6","18.8","4.2","0.51","0.21","","N/A","N/A","N/A","49-12-0","0.803"
"3663","CPR - Cedar Park Robotics","52","42.6","1771","1836","14.3","24","4.3","0.49","0.35","","N/A","N/A","N/A","42-23-0","0.646"
"9496","LYNK","53","42.6","1771","1836","15.8","25.2","1.5","0.63","0","","N/A","N/A","N/A","74-18-0","0.804"
"3538","RoboJackets","54","42.5","1770","1835","13","22.4","7.1","0.41","0.46","","N/A","N/A","N/A","44-19-0","0.698"
"1676","The Pascack PI-oneers","55","42.4","1768","1834","11.4","24","7","0.46","0.43","","N/A","N/A","N/A","41-19-0","0.683"
"449","The Blair Robot Project","56","42.3","1768","1833","16.2","22.3","3.9","0.54","0.3","","N/A","N/A","N/A","42-23-0","0.646"
"5687","The Outliers","57","42.3","1768","1833","11.1","28.4","2.8","0.47","0.1","","N/A","N/A","N/A","48-16-0","0.750"
"2811","StormBots","58","42.3","1768","1833","13.5","22","6.7","0.57","0.57","","N/A","N/A","N/A","61-22-0","0.735"
"4522","Team SCREAM","59","42.3","1768","1833","13.2","24.7","4.4","0.52","0.4","","N/A","N/A","N/A","53-15-0","0.779"
"1807","Redbird Robotics","60","42.2","1767","1832","11.1","28.2","2.9","0.49","0.32","","N/A","N/A","N/A","42-18-0","0.700"
"103","Cybersonics","61","42","1765","1830","13.4","26.3","2.3","0.63","0.14","","N/A","N/A","N/A","40-20-0","0.667"
"7407","Wired Boars","62","42","1764","1829","13.1","22.7","6.2","0.5","0.43","","N/A","N/A","N/A","31-28-0","0.525"
"5813","Morpheus","63","42","1764","1829","15.4","22","4.6","0.59","0.31","","N/A","N/A","N/A","41-21-0","0.661"
"133","B.E.R.T.","64","41.9","1764","1829","12.1","22.3","7.6","0.44","0.61","","N/A","N/A","N/A","36-15-0","0.706"
"2590","Nemesis","65","41.9","1764","1828","14.7","22.5","4.8","0.5","0.32","","N/A","N/A","N/A","46-21-0","0.687"
"2521","SERT","66","41.9","1763","1828","13.9","24.8","3.1","0.55","0.19","","N/A","N/A","N/A","59-10-0","0.855"
"581","Blazing Bulldogs","67","41.8","1762","1827","14.6","21.8","5.5","0.59","0.4","","N/A","N/A","N/A","46-16-0","0.742"
"2046","Bear Metal","68","41.8","1762","1827","11","26.5","4.3","0.59","0.43","","N/A","N/A","N/A","64-17-0","0.790"
"7457","suPURDUEper Robotics","69","41.8","1762","1827","14","22","5.8","0.39","0.39","","N/A","N/A","N/A","41-21-0","0.661"
"8013","Boston Lions","70","41.6","1760","1825","11.1","23.9","6.6","0.54","0.52","","N/A","N/A","N/A","51-21-0","0.708"
"131","CHAOS","71","41.5","1759","1824","9.3","25.2","7","0.49","0.62","","N/A","N/A","N/A","45-25-0","0.643"
"6672","Fusion Corps","72","41.5","1758","1823","11.3","27.8","2.4","0.63","0.16","","N/A","N/A","N/A","53-17-0","0.757"
"6459","AG Robotik","73","41.4","1757","1821","11.5","28.4","1.5","0.64","0","","N/A","N/A","N/A","26-16-0","0.619"
"5895","Peddie Robotics","74","41.3","1756","1820","14.4","23.8","3","0.58","0.24","","N/A","N/A","N/A","54-14-0","0.794"
"5951","Makers Assemble","75","41.3","1756","1820","13.2","24.4","3.6","0.45","0.36","","N/A","N/A","N/A","43-21-0","0.672"
"3061","Huskie Robotics","76","41.2","1755","1819","11","27.7","2.6","0.7","0.05","","N/A","N/A","N/A","32-16-0","0.667"
"118","Robonauts","77","41","1753","1817","14","21.2","5.8","0.43","0.54","","N/A","N/A","N/A","93-20-0","0.823"
"7021","TC Robotics","78","40.9","1752","1816","14.6","20.9","5.5","0.43","0.5","","N/A","N/A","N/A","29-12-0","0.707"
"176","Aces High","79","40.9","1751","1816","14.3","24.7","1.9","0.59","0.17","","N/A","N/A","N/A","49-17-0","0.742"
"1114","Simbotics","80","40.7","1750","1814","13.1","26","1.7","0.57","-0.06","","N/A","N/A","N/A","35-28-0","0.556"
"1787","The Flying Circuits","81","40.7","1749","1813","10.6","26.6","3.5","0.72","0.17","","N/A","N/A","N/A","30-11-0","0.732"
"6443","AEMBOT","82","40.6","1749","1813","14.3","24","2.3","0.46","0.05","","N/A","N/A","N/A","48-32-0","0.600"
"8044","Denham Venom","83","40.6","1748","1812","10.8","26","3.8","0.47","0.09","","N/A","N/A","N/A","45-17-0","0.726"
"4039","MakeShift Robotics","84","40.5","1747","1811","11.6","25.1","3.7","0.54","0.22","","N/A","N/A","N/A","51-17-0","0.750"
"1591","Greece Gladiators","85","40.3","1745","1809","14.5","22","3.8","0.36","0.21","","N/A","N/A","N/A","34-10-0","0.773"
"1701","RoboCubs","86","40.3","1745","1809","14.4","23.4","2.6","0.48","0.06","","N/A","N/A","N/A","46-27-0","0.630"
"694","StuyPulse","87","40.3","1745","1809","9.9","24.8","5.5","0.47","0.23","","N/A","N/A","N/A","34-23-0","0.596"
"5436","Cyber Cats","88","40.2","1744","1808","10.1","26.8","3.4","0.54","0.23","","N/A","N/A","N/A","44-18-0","0.710"
"353","POBots","89","40.1","1743","1806","12.4","24.1","3.6","0.55","0.35","","N/A","N/A","N/A","40-7-0","0.851"
"2468","Team Appreciate","90","40","1742","1805","5.9","31","3.1","0.62","0.3","","N/A","N/A","N/A","50-19-0","0.725"
"1699","Robocats","91","40","1741","1805","13.4","23.8","2.8","0.41","0.18","","N/A","N/A","N/A","33-17-0","0.660"
"4206","Robo Vikes","92","40","1741","1805","8.9","29.4","1.6","0.52","0.25","","N/A","N/A","N/A","57-26-0","0.687"
"7028","Binary Battalion","93","39.9","1740","1803","11.7","28.2","0","0.28","0.02","","N/A","N/A","N/A","31-15-0","0.674"
"5804","TORCH","94","39.8","1739","1802","11.4","25.3","3","0.48","0.19","","N/A","N/A","N/A","43-25-0","0.632"
"3173","IgKnighters","95","39.6","1737","1800","13.2","25.3","1.1","0.58","0.12","","N/A","N/A","N/A","30-18-0","0.625"
"9128","ITKAN Robotics: Team Tawasaw","96","39.5","1736","1799","13.5","23.1","2.9","0.47","0.24","","N/A","N/A","N/A","43-21-0","0.672"
"4230","TopperBots","97","39.5","1735","1798","11.2","24.8","3.5","0.43","0.17","","N/A","N/A","N/A","29-12-0","0.707"
"1683","Techno Titans","98","39.4","1734","1798","14.2","24.4","0.9","0.42","0.03","","N/A","N/A","N/A","41-24-0","0.631"
"4795","Eastbots","99","39.4","1734","1797","12.6","25.6","1.2","0.45","0.06","","N/A","N/A","N/A","47-13-0","0.783"
"4607","C.I.S.","100","39.3","1734","1797","11.3","23.7","4.4","0.53","0.19","","N/A","N/A","N/A","29-15-0","0.659"
"8608","Alpha Bots","101","39.3","1734","1797","14.8","19.2","5.4","0.24","0.33","","N/A","N/A","N/A","41-18-0","0.695"
"88","TJ²","102","39.3","1733","1796","11.8","21.4","6.1","0.36","0.48","","N/A","N/A","N/A","38-24-0","0.613"
"1577","Steampunk","103","39.2","1733","1796","11.9","24.7","2.6","0.27","0.12","","N/A","N/A","N/A","34-30-0","0.531"
"3339","BumbleB","104","39.2","1732","1795","15.6","19.6","3.9","0.43","0.35","","N/A","N/A","N/A","51-12-0","0.810"
"4028","The Beak Squad","105","39.1","1731","1794","11.1","21.7","6.4","0.49","0.5","","N/A","N/A","N/A","33-11-0","0.750"
"4476","W.A.F.F.L.E.S.","106","39","1730","1793","9.8","26.8","2.5","0.48","0.24","","N/A","N/A","N/A","49-25-0","0.662"
"1318","Issaquah Robotics Society","107","39","1729","1792","12.1","20.6","6.3","0.54","0.46","","N/A","N/A","N/A","50-30-0","0.625"
"4499","The Highlanders","108","38.9","1729","1792","11.2","22","5.7","0.47","0.41","","N/A","N/A","N/A","34-18-0","0.654"
"1987","Broncobots","109","38.9","1729","1792","16.3","18.6","4","0.59","0.33","","N/A","N/A","N/A","32-18-0","0.640"
"1325","Inverse Paradox","110","38.9","1729","1791","8.5","28.9","1.5","0.55","0.12","","N/A","N/A","N/A","54-26-0","0.675"
"1391","The Metal Moose","111","38.9","1729","1791","11.2","24.6","3.1","0.38","0.13","","N/A","N/A","N/A","37-25-0","0.597"
"3357","COMETS","112","38.9","1728","1791","10.6","25.1","3.1","0.59","0.26","","N/A","N/A","N/A","47-15-0","0.758"
"8033","Highlander Robotics","113","38.8","1728","1791","12.9","25.1","0.8","0.6","-0.04","","N/A","N/A","N/A","33-13-0","0.717"
"1816",""The Green Machine"","114","38.8","1727","1790","11.4","25.9","1.4","0.41","0.14","","N/A","N/A","N/A","29-11-0","0.725"
"3539","Byting Bulldogs","115","38.7","1726","1789","12.7","22.7","3.4","0.35","0.29","","N/A","N/A","N/A","40-21-0","0.656"
"2129","Ultraviolet","116","38.5","1724","1787","13.3","23","2.1","0.46","0.16","","N/A","N/A","N/A","27-15-0","0.643"
"3310","Black Hawk Robotics","117","38.5","1724","1786","12.3","21.2","5","0.41","0.35","","N/A","N/A","N/A","38-24-0","0.613"
"4946","The Alpha Dogs","118","38.4","1723","1785","13.8","19.5","5.1","0.29","0.44","","N/A","N/A","N/A","50-19-0","0.725"
"1189","Gearheads","119","38.3","1722","1785","12.1","24.8","1.5","0.63","-0.08","","N/A","N/A","N/A","35-23-0","0.603"
"3314","Mechanical Mustangs","120","38.3","1722","1784","14","19.4","4.9","0.52","0.38","","N/A","N/A","N/A","49-31-0","0.613"
"1727","REX","121","38.3","1722","1784","11.2","25.5","1.6","0.56","0.09","","N/A","N/A","N/A","46-17-0","0.730"
"111","WildStang","122","38.3","1722","1784","11.9","25.7","0.7","0.43","-0.01","","N/A","N/A","N/A","22-23-0","0.489"
"1477","Texas Torque","123","38.2","1721","1783","14.8","19.7","3.8","0.35","0.23","","N/A","N/A","N/A","47-20-0","0.701"
"3572","Wavelength","124","38.1","1719","1782","14.3","20.8","3","0.57","0.28","","N/A","N/A","N/A","43-20-0","0.683"
"2122","Team Tators","125","38","1719","1781","11.9","20.3","5.9","0.38","0.54","","N/A","N/A","N/A","41-20-0","0.672"
"2713","Red Hawk Robotics","126","37.9","1717","1779","10.3","25.1","2.5","0.5","0.29","","N/A","N/A","N/A","33-28-0","0.541"
"9752","ITKAN Robotics Jr","127","37.9","1717","1779","11.5","24.4","2.1","0.55","0.11","","N/A","N/A","N/A","42-23-0","0.646"
"2614","Mountaineer Area RoboticS (...","128","37.8","1716","1778","12.3","19.6","5.9","0.29","0.34","","N/A","N/A","N/A","24-17-0","0.585"
"1732","Hilltopper Robotics","129","37.7","1715","1777","12.8","19.9","5.1","0.58","0.27","","N/A","N/A","N/A","43-14-0","0.754"
"9401","Midas' Mayhem","130","37.5","1713","1774","13.4","21.8","2.3","0.36","0.03","","N/A","N/A","N/A","28-14-0","0.667"
"1156","Under Control","131","37.4","1712","1774","13.2","22.4","1.8","0.56","0.1","","N/A","N/A","N/A","28-9-0","0.757"
"1768","Nashoba Robotics","132","37.4","1711","1773","14.1","22","1.3","0.72","-0.05","","N/A","N/A","N/A","53-26-0","0.671"
"9084","Octobots","133","37.3","1710","1772","15.4","16.3","5.5","0.47","0.44","","N/A","N/A","N/A","26-11-0","0.703"
"4611","OZone","134","37.3","1710","1772","12.6","22.3","2.4","0.51","0.13","","N/A","N/A","N/A","34-13-0","0.723"
"78","AIR STRIKE","135","37.3","1710","1771","10","24.1","3.2","0.57","0.41","","N/A","N/A","N/A","44-21-0","0.677"
"868","TechHOUNDS","136","37.2","1710","1771","16.1","18.2","3","0.47","0.28","","N/A","N/A","N/A","41-17-0","0.707"
"2145","HAZMATS","137","37.2","1709","1771","13.9","21","2.2","0.45","0.19","","N/A","N/A","N/A","31-30-0","0.508"
"1923","The MidKnight Inventors","138","37.1","1709","1770","8.6","23.9","4.7","0.61","0.32","","N/A","N/A","N/A","42-20-0","0.677"
"3937","Breakaway","139","36.8","1705","1766","10.4","22.4","4","0.41","0.25","","N/A","N/A","N/A","36-15-0","0.706"
"5152","Alotobots","140","36.8","1705","1766","11.8","22.2","2.8","0.46","-0.06","","N/A","N/A","N/A","39-23-0","0.629"
"3175","Knight Vision","141","36.8","1705","1766","11.3","22.9","2.6","0.54","0.08","","N/A","N/A","N/A","45-22-0","0.672"
"2522","Royal Robotics","142","36.7","1703","1764","11.2","22.5","3","0.39","0.29","","N/A","N/A","N/A","37-20-0","0.649"
"3604","Goon Squad","143","36.7","1703","1764","12.1","22.1","2.5","0.5","0.26","","N/A","N/A","N/A","47-25-0","0.653"
"6090","Wayland Wildcats","144","36.7","1703","1764","12.6","20.5","3.6","0.46","0.19","","N/A","N/A","N/A","39-22-0","0.639"
"6619","GravitechX","145","36.6","1703","1764","13","22","1.6","0.56","0.14","","N/A","N/A","N/A","19-10-0","0.655"
"4678","CyberCavs","146","36.6","1702","1763","13.8","17.1","5.7","0.57","0.59","","N/A","N/A","N/A","41-12-0","0.774"
"5419","Berkelium","147","36.5","1701","1762","10.3","20.2","6","0.61","0.42","","N/A","N/A","N/A","26-14-0","0.650"
"841","The BioMechs","148","36.4","1700","1761","8.1","25.9","2.4","0.55","0.04","","N/A","N/A","N/A","40-17-0","0.702"
"876","Thunder Robotics","149","36.3","1699","1760","10.3","22.6","3.5","0.45","0.25","","N/A","N/A","N/A","29-12-0","0.707"
"9442","Miso Mechanics","150","36.3","1699","1760","11.7","23.3","1.2","0.42","0.06","","N/A","N/A","N/A","26-19-0","0.578"
"3070","Team Pronto 3070","151","36.2","1698","1759","12.7","20.6","3","0.4","0.12","","N/A","N/A","N/A","38-22-0","0.633"
"360","The Revolution","152","36.2","1697","1758","11.7","19.5","5","0.53","0.33","","N/A","N/A","N/A","39-22-0","0.639"
"4738","Patribots","153","36.1","1697","1758","10.5","23.2","2.4","0.44","0.09","","N/A","N/A","N/A","36-14-0","0.720"
"5406","Celt-X","154","36.1","1697","1758","11.4","19","5.7","0.21","0.43","","N/A","N/A","N/A","41-21-0","0.661"
"1501","Team THRUST","155","36","1696","1757","12.4","17.2","6.4","0.29","0.51","","N/A","N/A","N/A","48-25-0","0.658"
"16","Bomb Squad","156","36","1696","1756","8.6","24.8","2.6","0.36","0.18","","N/A","N/A","N/A","27-14-0","0.659"
"687","The Nerd Herd","157","35.9","1695","1755","12.4","23.5","0.1","0.49","0.06","","N/A","N/A","N/A","38-24-0","0.613"
"2959","Robotarians","158","35.9","1694","1755","10.9","22.6","2.4","0.52","0.1","","N/A","N/A","N/A","34-20-0","0.630"
"5809","The Jesubots 5809","159","35.9","1694","1755","10.8","23.5","1.6","0.34","0.04","","N/A","N/A","N/A","32-16-0","0.667"
"836","The RoboBees","160","35.8","1693","1754","14.4","16.2","5.2","0.39","0.45","","N/A","N/A","N/A","52-14-0","0.788"
"59","RamTech","161","35.8","1693","1754","9.1","20.3","6.5","0.29","0.38","","N/A","N/A","N/A","32-26-0","0.552"
"4400","Cerbotics - Peñoles","162","35.7","1692","1753","10.9","22.8","2","0.43","0.15","","N/A","N/A","N/A","39-17-0","0.696"
"67","The HOT Team","163","35.7","1691","1752","12.6","18.7","4.4","0.4","0.27","","N/A","N/A","N/A","45-18-0","0.714"
"910","The Foley Freeze","164","35.6","1691","1752","11.7","20.3","3.6","0.42","0.17","","N/A","N/A","N/A","41-21-0","0.661"
"2611","Jacktown Vectors","165","35.6","1690","1751","12.8","21.5","1.2","0.69","-0.05","","N/A","N/A","N/A","33-24-0","0.579"
"195","CyberKnights","166","35.5","1690","1751","11.9","21.7","1.9","0.19","-0.01","","N/A","N/A","N/A","39-30-0","0.565"
"6081","Digital Dislocators","167","35.5","1689","1749","13.3","18.1","4","0.56","0.33","","N/A","N/A","N/A","56-19-0","0.747"
"624","CRyptonite","168","35.4","1688","1748","10.3","22.1","3","0.38","0.32","","N/A","N/A","N/A","54-16-0","0.771"
"829","The Digital Goats","169","35.4","1688","1748","12.7","18.7","3.9","0.37","0.2","","N/A","N/A","N/A","40-23-0","0.635"
"9023","Future Martians","170","35.3","1688","1748","12.1","21.7","1.6","0.27","0.1","","N/A","N/A","N/A","36-25-0","0.590"
"148","Robowranglers","171","35.3","1688","1748","10.8","20.6","3.9","0.61","0.3","","N/A","N/A","N/A","54-16-0","0.771"
"4043","NerdHerd","172","35.3","1687","1748","12.1","19.5","3.7","0.44","0.11","","N/A","N/A","N/A","46-16-0","0.742"
"6147","Tonkabots","173","35.3","1687","1748","11.1","15.8","8.4","0.23","0.31","","N/A","N/A","N/A","17-9-0","0.654"
"5472","The Wyld Stallyns","174","35.3","1687","1747","10","22.5","2.8","0.31","0.11","","N/A","N/A","N/A","33-22-0","0.600"
"2338","Gear It Forward","175","35.1","1685","1746","10.6","19.4","5.2","0.35","0.41","","N/A","N/A","N/A","30-15-0","0.667"
"4451","ROBOTZ Garage","176","35.1","1685","1745","13.1","19.9","2.1","0.23","0.01","","N/A","N/A","N/A","38-26-0","0.594"
"179","Children of the Swamp","177","35.1","1685","1745","12.8","16.2","6.1","0.35","0.25","","N/A","N/A","N/A","36-10-0","0.783"
"5934","Crowbotics","178","35.1","1684","1745","12.9","19.7","2.5","0.37","0.17","","N/A","N/A","N/A","24-16-0","0.600"
"6036","Peninsula Robotics","179","35.1","1684","1745","8.4","26.3","0.4","0.46","-0.12","","N/A","N/A","N/A","43-19-0","0.694"
"7763","Carrborobotics","180","35","1683","1744","10.4","24.4","0.2","0.6","0.02","","N/A","N/A","N/A","42-15-0","0.737"
"2659","RoboWarriors","181","35","1683","1744","10.7","20.3","3.9","0.49","0.28","","N/A","N/A","N/A","30-14-0","0.682"
"3414","Hackbots","182","35","1683","1744","9.1","24.6","1.3","0.43","-0.05","","N/A","N/A","N/A","34-26-0","0.567"
"9312","NERD Spark","183","34.7","1679","1741","10.4","22.6","1.7","0.41","0.13","","N/A","N/A","N/A","33-23-0","0.589"
"177","Bobcat Robotics","184","34.7","1679","1741","10.8","20.4","3.6","0.57","0.24","","N/A","N/A","N/A","47-18-0","0.723"
"9072","TigerBots","185","34.7","1679","1741","11.4","23.5","-0.2","0.6","-0.2","","N/A","N/A","N/A","42-26-0","0.618"
"4976","Revolt Robotics","186","34.7","1679","1740","11.9","20","2.8","0.5","0.04","","N/A","N/A","N/A","21-25-0","0.457"
"343","Metal-In-Motion","187","34.7","1679","1740","11.1","18.1","5.6","0.27","0.27","","N/A","N/A","N/A","41-21-0","0.661"
"461","Westside Boiler Invasion","188","34.7","1678","1740","11.5","21.1","2.1","0.37","0.34","","N/A","N/A","N/A","41-18-0","0.695"
"9408","Warbots","189","34.6","1678","1739","8.8","22.8","3.1","0.25","0.19","","N/A","N/A","N/A","25-15-0","0.625"
"5907","CC Shambots","190","34.6","1677","1739","11.8","20.6","2.2","0.61","0.08","","N/A","N/A","N/A","43-15-0","0.741"
"6002","ZooBOTix","191","34.5","1676","1738","11.6","17.3","5.6","0.25","0.45","","N/A","N/A","N/A","31-24-0","0.564"
"4143","MARS/WARS","192","34.5","1675","1737","11.1","20.3","3","0.42","0.14","","N/A","N/A","N/A","28-16-0","0.636"
"1506","Metal Muscle","193","34.4","1675","1737","9.8","18.5","6.1","0.52","0.45","","N/A","N/A","N/A","37-21-0","0.638"
"3006","Red Rock Robotics","194","34.4","1674","1737","10.4","21.3","2.7","0.35","0.23","","N/A","N/A","N/A","31-14-0","0.689"
"1718","The Fighting Pi","195","34.4","1674","1737","12.7","19.4","2.3","0.46","0.04","","N/A","N/A","N/A","26-22-0","0.542"
"1058","PVC Pirates","196","34.4","1674","1736","12","20.7","1.7","0.31","-0.12","","N/A","N/A","N/A","39-19-0","0.672"
"2231","OnyxTronix","197","34.3","1673","1736","11.5","18.7","4.1","0.52","0.27","","N/A","N/A","N/A","49-16-0","0.754"
"4152","Hoya Robotics","198","34.3","1673","1735","14","13.1","7.3","0.41","0.53","","N/A","N/A","N/A","27-22-0","0.551"
"316","LUNATECS","199","34.2","1672","1735","12.1","18.4","3.7","0.3","0.22","","N/A","N/A","N/A","43-21-0","0.672"
"1574","MisCar","200","34.2","1672","1735","13.4","14.6","6.2","0.33","0.45","","N/A","N/A","N/A","39-21-0","0.650"
"341","Miss Daisy","201","34.2","1672","1734","7.5","23.6","3.1","0.33","0.23","","N/A","N/A","N/A","38-22-0","0.633"
"2067","Apple Pi","202","34.2","1671","1734","11.3","18.1","4.8","0.25","0.48","","N/A","N/A","N/A","33-28-0","0.541"
"2530","Inconceivable","203","34.1","1670","1733","12.2","20","1.9","0.44","0.27","","N/A","N/A","N/A","32-10-0","0.762"
"5166","Fabricators","204","34.1","1670","1733","11.1","19.9","3.1","0.29","0.22","","N/A","N/A","N/A","37-23-0","0.617"
"4728","ROCORI Ratcheteers","205","34","1669","1732","13.1","18.1","2.9","0.55","0.1","","N/A","N/A","N/A","13-11-0","0.542"
