"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"2000","TEAM ROCK","46","56.5","1762","1817","","","","","","","N/A","N/A","N/A","50-22-0","0.694"
"2648","Infinite Loop","47","56.2","1760","1814","","","","","","","N/A","N/A","N/A","32-12-0","0.727"
"2512","Duluth East Daredevils","48","55.9","1757","1812","","","","","","","N/A","N/A","N/A","30-10-0","0.750"
"1918","NC GEARS","49","55.7","1756","1810","","","","","","","N/A","N/A","N/A","50-18-0","0.735"
"1676","The Pascack PI-oneers","50","55.7","1756","1810","","","","","","","N/A","N/A","N/A","45-20-0","0.692"
"973","Greybots","51","55.5","1755","1809","","","","","","","N/A","N/A","N/A","39-19-0","0.672"
"1421","Team CHAOS","52","55.4","1755","1808","","","","","","","N/A","N/A","N/A","29-14-0","0.674"
"1741","Red Alert","53","55.4","1754","1808","","","","","","","N/A","N/A","N/A","29-17-0","0.630"
"1218","SCH Robotics","54","54.6","1749","1802","","","","","","","N/A","N/A","N/A","40-24-0","0.625"
"4265","Secret City Wildbots","55","54.6","1749","1802","","","","","","","N/A","N/A","N/A","23-3-0","0.885"
"2415","WiredCats","56","54.6","1749","1801","","","","","","","N/A","N/A","N/A","31-9-0","0.775"
"3824","HVA RoHAWKtics","57","54.6","1749","1801","","","","","","","N/A","N/A","N/A","33-11-0","0.750"
"4039","MakeShift Robotics","58","54.4","1748","1800","","","","","","","N/A","N/A","N/A","26-15-0","0.634"
"1425","Error Code Xero","59","53.7","1743","1795","","","","","","","N/A","N/A","N/A","29-15-0","0.659"
"222","Tigertrons","60","53.5","1742","1793","","","","","","","N/A","N/A","N/A","38-20-0","0.655"
"103","Cybersonics","61","53.5","1742","1793","","","","","","","N/A","N/A","N/A","37-22-0","0.627"
"128","The Botcats","62","52.9","1738","1788","","","","","","","N/A","N/A","N/A","31-11-0","0.738"
"27","Team RUSH","63","52.6","1736","1785","","","","","","","N/A","N/A","N/A","45-30-0","0.600"
"2474","Excel","64","52.5","1735","1784","","","","","","","N/A","N/A","N/A","47-17-0","0.734"
"967","Iron Lions","65","52.3","1734","1783","","","","","","","N/A","N/A","N/A","30-12-0","0.714"
"2996","Cougars Gone Wired","66","51.9","1731","1780","","","","","","","N/A","N/A","N/A","28-16-0","0.636"
"230","Gaelhawks","67","51.8","1730","1779","","","","","","","N/A","N/A","N/A","26-14-0","0.650"
"293","SPIKE","68","51.8","1730","1779","","","","","","","N/A","N/A","N/A","38-18-0","0.679"
"1189","Gearheads","69","51.7","1730","1778","","","","","","","N/A","N/A","N/A","41-21-0","0.661"
"2612","The Corsairs","70","51.6","1729","1778","","","","","","","N/A","N/A","N/A","31-24-0","0.564"
"2471","Team Mean Machine","71","51.6","1729","1777","","","","","","","N/A","N/A","N/A","29-13-0","0.690"
"1732","Hilltopper Robotics","72","51.5","1728","1777","","","","","","","N/A","N/A","N/A","29-15-0","0.659"
"2252","The Mavericks","73","51.4","1728","1776","","","","","","","N/A","N/A","N/A","27-14-0","0.659"
"2052","KnightKrawler","74","51.4","1728","1776","","","","","","","N/A","N/A","N/A","33-9-0","0.786"
"2630","Thunderbolts","75","51.4","1728","1776","","","","","","","N/A","N/A","N/A","27-12-0","0.692"
"1939","THE KUHNIGHTS","76","51.3","1727","1775","","","","","","","N/A","N/A","N/A","27-13-0","0.675"
"234","Cyber Blue","77","51.3","1727","1775","","","","","","","N/A","N/A","N/A","34-12-0","0.739"
"573","Mech Warriors","78","51","1725","1773","","","","","","","N/A","N/A","N/A","40-22-0","0.645"
"2137","The Oxford RoboCats","79","50.8","1724","1771","","","","","","","N/A","N/A","N/A","30-21-0","0.588"
"494","Martians","80","50.6","1722","1769","","","","","","","N/A","N/A","N/A","24-17-0","0.585"
"4325","RoboRangers","81","50.5","1722","1769","","","","","","","N/A","N/A","N/A","24-19-0","0.558"
"1756","Argos","82","50.5","1721","1768","","","","","","","N/A","N/A","N/A","19-24-0","0.442"
"1662","Raptor Force Engineering","83","50.3","1721","1767","","","","","","","N/A","N/A","N/A","21-6-0","0.778"
"3641","The Flying Toasters","84","50.2","1720","1766","","","","","","","N/A","N/A","N/A","40-20-0","0.667"
"3572","Wavelength","85","50.1","1719","1765","","","","","","","N/A","N/A","N/A","23-24-0","0.489"
"2468","Team Appreciate","86","49.9","1717","1763","","","","","","","N/A","N/A","N/A","31-13-0","0.705"
"829","The Digital Goats","87","49.8","1717","1763","","","","","","","N/A","N/A","N/A","32-16-0","0.667"
"3310","Black Hawk Robotics","88","49.5","1715","1761","","","","","","","N/A","N/A","N/A","31-14-0","0.689"
"1706","Ratchet Rockers","89","49.1","1712","1757","","","","","","","N/A","N/A","N/A","25-14-0","0.641"
"316","LUNATECS","90","49.1","1712","1757","","","","","","","N/A","N/A","N/A","41-18-0","0.695"
"70","More Martians","91","49","1712","1757","","","","","","","N/A","N/A","N/A","34-20-0","0.630"
"1288","RAVEN Robotics","92","48.9","1711","1756","","","","","","","N/A","N/A","N/A","28-14-0","0.667"
"1899","Saints Robotics","93","48.9","1711","1756","","","","","","","N/A","N/A","N/A","25-13-0","0.658"
"177","Bobcat Robotics","94","48.8","1711","1755","","","","","","","N/A","N/A","N/A","19-10-0","0.655"
"326","Teamsuperpowermaticultrameg...","95","48.8","1711","1755","","","","","","","N/A","N/A","N/A","34-31-0","0.523"
"3683","Team DAVE","96","48.7","1710","1755","","","","","","","N/A","N/A","N/A","16-12-0","0.571"
"4334","Alberta Tech Alliance (ATA)","97","48.7","1710","1754","","","","","","","N/A","N/A","N/A","24-12-0","0.667"
"1640","Sab-BOT-age","98","48.5","1709","1753","","","","","","","N/A","N/A","N/A","44-27-0","0.620"
"701","RoboVikes","99","48.3","1707","1751","","","","","","","N/A","N/A","N/A","42-15-0","0.737"
"2619","The Charge","100","48.3","1707","1751","","","","","","","N/A","N/A","N/A","35-21-0","0.625"
