"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"1619","Up-A-Creek Robotics","24","219.1","1825","1807","24.9","157","34.6","0.46","0.84","","N/A","N/A","N/A","59-15-0","0.797"
"4539","KAOTIC Robotics","25","218.7","1823","1806","28","157.1","35.6","0.53","0.42","","N/A","N/A","N/A","41-4-0","0.911"
"3309","Friarbots","26","217.9","1820","1804","24.5","157.8","37.3","0.4","0.63","","N/A","N/A","N/A","45-14-0","0.763"
"5406","Celt-X","27","217.6","1819","1803","23.7","153.9","41.3","0.46","0.77","","N/A","N/A","N/A","54-18-0","0.750"
"1305","Ice Cubed","28","215.6","1811","1799","23.1","158.1","31.3","0.42","0.36","","N/A","N/A","N/A","48-15-0","0.762"
"25","Raider Robotix","29","214.7","1808","1797","24.1","170.6","18.2","0.58","0.07","","N/A","N/A","N/A","73-16-0","0.820"
"125","NUTRONs","30","214.5","1807","1796","24.3","167.5","18.3","0.49","0.06","","N/A","N/A","N/A","74-23-0","0.763"
"133","B.E.R.T.","31","214.3","1806","1796","23.7","157.1","32.8","0.56","0.39","","N/A","N/A","N/A","52-15-0","0.776"
"1629","Garrett Coalition (GaCo)","32","213.8","1804","1795","25.5","161.1","25.8","0.59","0.01","","N/A","N/A","N/A","49-14-0","0.778"
"5172","Gators","33","213.2","1802","1793","26.3","148.6","36.6","0.56","0.53","","N/A","N/A","N/A","31-11-0","0.738"
"2046","Bear Metal","34","213","1801","1793","22.6","167.7","19.9","0.33","0.11","","N/A","N/A","N/A","67-20-0","0.770"
"5190","Falcon Fury","35","211.8","1796","1790","25.1","159.9","26.2","0.43","-0.06","","N/A","N/A","N/A","54-13-0","0.806"
"4613","Barker Redbacks","36","211.4","1795","1789","25","156.8","28.2","0.48","0.09","","N/A","N/A","N/A","39-9-0","0.813"
"340","G.R.R. (Greater Rochester R...","37","211.4","1795","1789","23.6","158.4","28.3","0.53","0.21","","N/A","N/A","N/A","43-7-0","0.860"
"3478","PrepaTec - LamBot","38","211.4","1795","1789","25.7","160.8","22.4","0.43","-0.02","","N/A","N/A","N/A","40-9-0","0.816"
"4917","Sir Lancerbot","39","211.3","1795","1789","25.1","154.8","28.1","0.73","0.43","","N/A","N/A","N/A","57-23-0","0.713"
"4003","TriSonics","40","211","1794","1788","22","162.9","29.2","0.41","0.17","","N/A","N/A","N/A","69-17-0","0.802"
"85","B.O.B. (Built on Brains)","41","211","1793","1788","23.3","159.6","30.2","0.53","0.16","","N/A","N/A","N/A","43-17-0","0.717"
"494","Martians","42","210.2","1791","1786","21.3","162","23.9","0.38","0.21","","N/A","N/A","N/A","59-20-0","0.747"
"694","StuyPulse","43","209.9","1789","1785","24.9","159.9","24.5","0.51","0","","N/A","N/A","N/A","52-12-0","0.813"
"4910","East Cobb Robotics","44","209.9","1789","1785","22","159.6","25.6","0.38","0.1","","N/A","N/A","N/A","50-14-0","0.781"
"2481","Roboteers","45","209.8","1789","1785","23.6","170.8","15.6","0.27","-0.2","","N/A","N/A","N/A","59-6-0","0.908"
"3538","RoboJackets","46","209.7","1789","1785","23","159.3","29.6","0.58","0.29","","N/A","N/A","N/A","73-16-0","0.820"
"971","Spartan Robotics","47","209.5","1788","1785","23.6","150.7","34.1","0.27","0.25","","N/A","N/A","N/A","34-9-0","0.791"
"3707","TechnoDogs","48","209.3","1787","1784","23","152.7","33.1","0.51","0.45","","N/A","N/A","N/A","67-19-0","0.779"
"2059","The Hitchhikers","49","209","1786","1783","24.8","169.3","13.7","0.62","-0.19","","N/A","N/A","N/A","60-22-0","0.732"
"1986","Team Titanium","50","208.8","1785","1783","23.1","150.6","34.3","0.5","0.59","","N/A","N/A","N/A","37-20-0","0.649"
"179","Children of the Swamp","51","208.2","1783","1781","21.4","144.7","40.4","0.33","0.73","","N/A","N/A","N/A","37-11-0","0.771"
"16","Bomb Squad","52","208","1782","1781","25.7","150.6","29.4","0.61","0.38","","N/A","N/A","N/A","37-11-0","0.771"
"67","The HOT Team","53","207.5","1780","1780","21.9","144.5","38.7","0.65","0.83","","N/A","N/A","N/A","69-28-0","0.711"
"1325","Inverse Paradox","54","206.9","1778","1779","23.8","155","27.6","0.3","0.22","","N/A","N/A","N/A","73-14-0","0.839"
"1918","NC GEARS","55","206.9","1778","1778","20.1","150.7","35","0.32","0.63","","N/A","N/A","N/A","54-13-0","0.806"
"2642","Pitt Pirates","56","206.5","1776","1777","20.7","156.6","25.6","0.34","0.03","","N/A","N/A","N/A","51-19-0","0.729"
"3476","Code Orange","57","205.6","1773","1775","24.9","142.8","36.9","0.48","0.62","","N/A","N/A","N/A","41-13-0","0.759"
"4253","Raid Zero","58","205.5","1772","1775","25.8","146.6","29.8","0.69","0.27","","N/A","N/A","N/A","54-14-0","0.794"
"5050","Cow Town Robotics","59","205.2","1771","1775","23.7","149.5","33.9","0.44","0.34","","N/A","N/A","N/A","49-18-0","0.731"
"2337","EngiNERDs","60","205.2","1771","1774","23.6","157","21.1","0.65","0.1","","N/A","N/A","N/A","65-22-0","0.747"
"33","Killer Bees","61","204.9","1770","1774","23.6","152.6","26.2","0.7","0.34","","N/A","N/A","N/A","58-21-0","0.734"
"842","Falcon Robotics","62","204.6","1769","1773","25.7","156.9","20.1","0.48","-0.08","","N/A","N/A","N/A","42-6-0","0.875"
"234","Cyber Blue","63","204.4","1768","1772","27.7","141.6","37.6","0.56","0.47","","N/A","N/A","N/A","41-28-0","0.594"
"359","Hawaiian Kids","64","204.1","1767","1772","23.3","142.7","34.7","0.58","0.6","","N/A","N/A","N/A","49-19-0","0.721"
"1024","Kil-A-Bytes","65","203.2","1763","1770","21.3","151.4","31.2","0.29","0.12","","N/A","N/A","N/A","45-21-0","0.682"
"177","Bobcat Robotics","66","203.1","1763","1770","20.3","147.3","33.3","0.32","0.57","","N/A","N/A","N/A","50-22-0","0.694"
"27","Team RUSH","67","203","1763","1769","22.6","151.8","29.2","0.43","0.5","","N/A","N/A","N/A","61-26-0","0.701"
"2614","Mountaineer Area RoboticS (...","68","203","1763","1769","26.9","149.9","24.8","0.63","-0.02","","N/A","N/A","N/A","49-16-0","0.754"
"302","The Dragons","69","203","1763","1769","18.9","161.3","21","0.3","0.05","","N/A","N/A","N/A","65-16-0","0.802"
"1425","Error Code Xero","70","202.9","1762","1769","20.9","144.7","34.9","0.35","0.5","","N/A","N/A","N/A","52-15-0","0.776"
"3452","GreengineerZ","71","202.8","1762","1769","20.2","149.3","31.4","0.46","0.44","","N/A","N/A","N/A","55-20-0","0.733"
"330","The Beach Bots","72","202.7","1761","1769","23.3","145.9","32.8","0.33","0.31","","N/A","N/A","N/A","39-9-0","0.813"
"1318","Issaquah Robotics Society","73","202.2","1760","1768","23.3","145.4","33.4","0.55","0.23","","N/A","N/A","N/A","56-27-0","0.675"
"399","Eagle Robotics","74","202","1759","1767","22.2","147.7","29.2","0.46","0.12","","N/A","N/A","N/A","47-20-0","0.701"
"141","WOBOT","75","202","1759","1767","25.8","146.8","28.8","0.57","0.32","","N/A","N/A","N/A","66-34-0","0.660"
"5802","Los STEMateros","76","201.2","1756","1765","22.8","151.8","23.6","0.4","-0.11","","N/A","N/A","N/A","28-12-0","0.700"
"868","TechHOUNDS","77","201.1","1755","1765","25","146","31.8","0.53","0.33","","N/A","N/A","N/A","66-24-0","0.733"
"2471","Team Mean Machine","78","200.9","1754","1764","21.4","145.1","32.7","0.29","0.5","","N/A","N/A","N/A","53-15-0","0.779"
"56","R.O.B.B.E.","79","200.6","1753","1764","25.6","141.6","30.7","0.51","0.32","","N/A","N/A","N/A","50-17-0","0.746"
"3990","Tech for Kids","80","200.5","1753","1763","27.2","154.2","17.2","0.4","-0.13","","N/A","N/A","N/A","37-13-0","0.740"
"2791","Shaker Robotics","81","200.4","1753","1763","20.7","147.3","28.6","0.38","0.39","","N/A","N/A","N/A","39-10-0","0.796"
"1690","Orbit","82","200.2","1752","1763","22.6","155.8","24.1","0.5","0.05","","N/A","N/A","N/A","48-19-0","0.716"
"3130","The ERRORs","83","200.2","1752","1763","24.4","150.1","25","0.45","0.06","","N/A","N/A","N/A","39-19-0","0.672"
"1533","Triple Strange","84","199.7","1750","1761","24.1","144.2","33","0.51","0.41","","N/A","N/A","N/A","55-22-0","0.714"
"1538","The Holy Cows","85","199.1","1748","1760","21.3","155.4","25.3","0.25","0.11","","N/A","N/A","N/A","39-6-0","0.867"
"1360","Orbit Robotics","86","198.9","1747","1760","24.8","148.9","22.8","0.59","0.12","","N/A","N/A","N/A","48-17-0","0.738"
"973","Greybots","87","198.7","1746","1759","26.7","139.8","32.6","0.49","0.43","","N/A","N/A","N/A","33-11-0","0.750"
"176","Aces High","88","198.5","1745","1759","22.9","152.5","21.9","0.44","0.08","","N/A","N/A","N/A","53-18-0","0.746"
"3005","RoboChargers","89","198.5","1745","1759","26.1","149.1","20.1","0.56","-0.07","","N/A","N/A","N/A","34-13-0","0.723"
"3656","Dexter Dreadbots","90","198.5","1745","1759","20.4","148.9","30.5","0.45","0.28","","N/A","N/A","N/A","45-21-0","0.682"
"1723","The FBI - FIRST Bots of Ind...","91","198","1743","1758","23.8","145.2","30.3","0.35","0.04","","N/A","N/A","N/A","31-14-0","0.689"
"4488","Shockwave","92","197.8","1743","1757","23.3","140.5","33.5","0.48","0.3","","N/A","N/A","N/A","47-25-0","0.653"
"1640","Sab-BOT-age","93","197.5","1741","1756","23","147.8","28.3","0.32","0.22","","N/A","N/A","N/A","63-30-0","0.677"
"5505","V2 - Volts Squared","94","197.4","1741","1756","21","149.7","26.7","0.35","0.23","","N/A","N/A","N/A","52-27-0","0.658"
"1747","Harrison Boiler Robotics","95","197.2","1740","1756","24.7","149.7","24.3","0.53","0.04","","N/A","N/A","N/A","62-21-0","0.747"
"987","HIGHROLLERS","96","196.9","1739","1755","22.5","141.5","33.3","0.34","0.39","","N/A","N/A","N/A","33-17-0","0.660"
"5460","Strike Zone","97","196.9","1739","1755","20.6","146.9","25.8","0.34","0.35","","N/A","N/A","N/A","40-24-0","0.625"
"364","Team Fusion 364","98","196.8","1739","1755","24.1","145.3","25.2","0.33","-0.14","","N/A","N/A","N/A","30-14-0","0.682"
"3339","BumbleB","99","196.6","1738","1754","25.1","142.1","29.9","0.43","0.18","","N/A","N/A","N/A","45-20-0","0.692"
"4028","The Beak Squad","100","196.3","1737","1754","20.2","140.6","34","0.15","0.47","","N/A","N/A","N/A","31-14-0","0.689"
