"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"25","Raider Robotix","1","50.7","2045","1996","","","","","","","N/A","N/A","N/A","45-5-0","0.900"
"1114","Simbotics","2","49.2","2026","1978","","","","","","","N/A","N/A","N/A","47-7-0","0.870"
"233","The Pink Team","3","43.8","1955","1912","","","","","","","N/A","N/A","N/A","37-8-0","0.822"
"987","HIGHROLLERS","4","42.9","1942","1901","","","","","","","N/A","N/A","N/A","37-7-0","0.841"
"703","Team Phoenix","5","41.5","1923","1883","","","","","","","N/A","N/A","N/A","31-11-0","0.738"
"469","Las Guerrillas","6","41.4","1922","1882","","","","","","","N/A","N/A","N/A","38-6-0","0.864"
"1503","Spartonics","7","40","1903","1864","","","","","","","N/A","N/A","N/A","40-12-0","0.769"
"1625","Winnovation","8","38.6","1886","1848","","","","","","","N/A","N/A","N/A","36-8-0","0.818"
"111","WildStang","9","38","1877","1840","","","","","","","N/A","N/A","N/A","40-9-0","0.816"
"1126","SPARX","10","36.9","1863","1826","","","","","","","N/A","N/A","N/A","27-9-0","0.750"
"254","The Cheesy Poofs","11","34.2","1828","1794","","","","","","","N/A","N/A","N/A","37-10-0","0.787"
"229","Division By Zero","12","31.6","1792","1761","","","","","","","N/A","N/A","N/A","28-8-0","0.778"
"599","The Robodox","13","31.6","1792","1760","","","","","","","N/A","N/A","N/A","21-7-0","0.750"
"296","Northern Knights","14","31","1785","1753","","","","","","","N/A","N/A","N/A","31-8-0","0.795"
"365","Miracle Workerz","15","30.5","1778","1748","","","","","","","N/A","N/A","N/A","26-16-0","0.619"
"494","Martians","16","30.1","1773","1743","","","","","","","N/A","N/A","N/A","34-21-0","0.618"
"79","Team 79 Krunch","17","30","1771","1741","","","","","","","N/A","N/A","N/A","33-10-0","0.767"
"968","RAWC (Robotics Alliance Of ...","18","29.9","1770","1740","","","","","","","N/A","N/A","N/A","26-8-0","0.765"
"217","ThunderChickens","19","29.7","1768","1738","","","","","","","N/A","N/A","N/A","32-12-0","0.727"
"341","Miss Daisy","20","29.3","1763","1733","","","","","","","N/A","N/A","N/A","22-13-0","0.629"
"56","R.O.B.B.E.","21","29.1","1759","1730","","","","","","","N/A","N/A","N/A","19-16-0","0.543"
"86","Team Resistance","22","28.7","1754","1725","","","","","","","N/A","N/A","N/A","16-9-0","0.640"
"70","More Martians","23","28.5","1752","1723","","","","","","","N/A","N/A","N/A","43-19-0","0.694"
"358","Robotic Eagles","24","28.3","1749","1720","","","","","","","N/A","N/A","N/A","25-9-0","0.735"
"121","Rhode Warriors","25","28.2","1748","1719","","","","","","","N/A","N/A","N/A","22-6-0","0.786"
"1213","GROVES","26","27.4","1737","1709","","","","","","","N/A","N/A","N/A","19-8-0","0.704"
"71","Team Hammond","27","27.4","1737","1709","","","","","","","N/A","N/A","N/A","31-12-0","0.721"
"60","Kingman FIRST Robotics Team...","28","27","1731","1704","","","","","","","N/A","N/A","N/A","21-24-0","0.467"
"1038","Lakota Robotics","29","26.7","1728","1701","","","","","","","N/A","N/A","N/A","25-18-0","0.581"
"322","Team Knight Riders","30","26.4","1724","1697","","","","","","","N/A","N/A","N/A","19-13-0","0.594"
"237","Black Magic Robotics","31","26.1","1720","1693","","","","","","","N/A","N/A","N/A","13-10-0","0.565"
"348","Norwell Robotics","32","26.1","1719","1692","","","","","","","N/A","N/A","N/A","16-4-0","0.800"
"1280","Ragin' C-Biscuits","33","25.8","1716","1689","","","","","","","N/A","N/A","N/A","28-11-0","0.718"
"135","Penn Robotics Black Knights","34","25.7","1714","1688","","","","","","","N/A","N/A","N/A","21-17-0","0.553"
"27","Team RUSH","35","25.5","1712","1686","","","","","","","N/A","N/A","N/A","25-15-0","0.625"
"103","Cybersonics","36","24.5","1698","1673","","","","","","","N/A","N/A","N/A","33-16-0","0.673"
"66","Grizzly Robotics","37","24.5","1698","1673","","","","","","","N/A","N/A","N/A","24-12-0","0.667"
"456","Siege Robotics","38","24.4","1697","1672","","","","","","","N/A","N/A","N/A","13-3-0","0.813"
"84","Chuck 84","39","24.2","1695","1670","","","","","","","N/A","N/A","N/A","20-12-0","0.625"
"118","Robonauts","40","24","1692","1668","","","","","","","N/A","N/A","N/A","16-8-0","0.667"
"1158","The Corps","41","24","1692","1667","","","","","","","N/A","N/A","N/A","27-9-0","0.750"
"68","Truck Town Thunder","42","24","1691","1667","","","","","","","N/A","N/A","N/A","24-18-0","0.571"
"395","2 Train Robotics","43","23.9","1690","1665","","","","","","","N/A","N/A","N/A","35-8-0","0.814"
"175","Buzz Robotics","44","23.8","1689","1665","","","","","","","N/A","N/A","N/A","20-12-0","0.625"
